Date,Close,Volume,VIX_Close,RSI_14,MACD,MACD_Signal,Next_Day_Return,Target_Up,PTT_Score,PTT_Volume,Yahoo_Score,Yahoo_Volume,News_Score,News_Volume,ADR_Ret,SOX_Ret,FX_Ret
2022-06-13,479.19195556640625,32854092,34.02000045776367,45.38461207900054,-1.910127465670712,-1.826594231538272,-0.0058140401302699,0,-0.17,1.0,1.47,3.0,1.05,3.0,0.00498995426452975,-0.023885548313405613,-0.036016889289854026
2022-06-14,476.4059143066406,36304444,32.689998626708984,47.19999894842553,-3.306252658271376,-2.122525916884893,-0.0077972597169317,0,1.13,1.0,0.76,4.0,0.15,4.0,0.0019029841677364878,-0.03529550706835649,-0.056137395590782235
2022-06-15,472.6912536621094,35680283,29.6200008392334,43.99999053582728,-4.658731049664482,-2.629766943440811,0.0034568720924399,1,0.0,0.0,1.55,4.0,1.38,6.0,0.0015754511710839303,0.01917010249415485,0.0063187027976523424
2022-06-16,474.3252868652344,26909199,32.95000076293945,48.61233579984785,-5.5349239378324455,-3.210798342319138,-0.0137797245020183,0,0.66,3.0,0.69,9.0,0.81,5.0,-0.003738798333152271,0.022250348672427478,0.017718255450345
2022-06-17,467.7892150878906,43566737,31.1299991607666,37.811167917501315,-6.679719830312422,-3.904582639917795,-0.0059877938615979,0,0.0,0.0,0.91,6.0,1.22,3.0,-0.005838823728256393,-0.046727667828483255,-0.06235135006182557
2022-06-21,471.5240783691406,33223685,30.190000534057617,20.258556680515554,-7.932695148410971,-5.321305702699846,-0.0207919913537728,0,0.0,0.0,1.27,3.0,1.5,3.0,0.00020206488993435023,-0.046727667828483255,-0.06235135006182557
2022-06-22,461.72015380859375,31034893,28.950000762939453,20.36123955175708,-8.78791155175901,-6.014626872511679,-0.0182001614578424,0,-0.61,1.0,1.3,6.0,1.04,9.0,3.3649272604296954e-05,-0.046727667828483255,-0.06235135006182557
2022-06-23,453.3167724609375,43548940,29.049999237060547,20.349855432415836,-10.02816096044296,-6.817333690097935,0.0020598098164812,1,1.46,1.0,0.83,9.0,1.03,7.0,0.0007070604458019325,-0.023461592113135032,-0.011195172791292118
2022-06-24,454.2505187988281,27911980,27.229999542236328,21.255156980990208,-10.811098413677598,-7.616086634813867,0.024665968105489,1,0.0,0.0,1.0,4.0,0.89,3.0,-0.001759568201539774,-0.009303865776377429,-0.00647780516017582
2022-06-27,465.4550476074219,37909718,26.950000762939453,32.31306557797744,-10.407498981609764,-8.174369104173048,-0.0020061590485883,0,0.92,2.0,0.0,0.0,0.48,1.0,-0.0019749280622988197,0.021397895197039496,0.04446467219275663
2022-06-28,464.5212707519531,15274062,28.36000061035156,24.98246802197241,-10.047173945165412,-8.54893007237152,-0.013065195635654,0,0.05,1.0,0.96,2.0,0.98,5.0,0.0027319055458230324,-0.0006982828375761141,-0.0018355877711182522
2022-06-29,458.45220947265625,30533789,28.15999984741211,24.012694494962616,-10.134511936668105,-8.866046445230838,-0.0305499820869435,0,0.06,2.0,1.31,4.0,0.69,4.0,-0.008890682858296861,-0.017703640926248987,-0.02631672708970534
2022-06-30,444.4465026855469,46311432,28.709999084472656,22.982659542466664,-11.204710483550286,-9.333779252894727,-0.0472689385052057,0,-0.51,2.0,0.97,9.0,1.34,4.0,0.008188896340560747,-0.008180691971184317,-0.021986581122996784
2022-07-01,423.43798828125,61744377,26.700000762939453,21.073073444581524,-13.591389007136344,-10.18530120374305,-0.029768473514214,0,0.62,2.0,-0.92,1.0,1.2,2.0,-0.0002021708586102955,-0.022713864278193774,-0.01073149973233134
2022-07-05,416.4351501464844,50084244,27.540000915527344,23.974069510157932,-17.81063306114976,-12.690630015357684,-0.0235426466575996,0,0.18,4.0,0.94,8.0,0.32,4.0,0.004730923233973838,-0.022713864278193774,-0.01073149973233134
2022-07-06,406.6311645507813,40549763,26.729999542236328,20.883491753214145,-19.563935785488297,-14.065291169383809,0.050516905337465,1,0.74,1.0,1.2,5.0,0.52,3.0,-0.0035574907572391012,-0.022713864278193774,-0.01073149973233134
2022-07-07,427.17291259765625,48151202,26.079999923706055,34.40864699414426,-19.075997212094137,-15.067432377925876,0.0207648424351543,1,0.96,1.0,1.73,5.0,0.56,4.0,0.0030549056215776194,-0.007226667339905735,0.00664754183732974
2022-07-08,436.0430908203125,37897895,24.63999938964844,39.38354056073067,-17.76872630962646,-15.607691164265994,-0.0107064821048888,0,0.16,2.0,0.28,3.0,1.19,6.0,0.0002451058252566085,0.06736417059377886,0.044817502171864865
2022-07-11,431.3746032714844,21941710,26.170000076293945,35.069483376692816,-16.914433568743448,-15.869039645161486,-0.0270563383838866,0,0.37,1.0,0.28,5.0,1.45,1.0,-0.001208516784162117,0.010663366916912498,0.004654888522985123
2022-07-12,419.70318603515625,23036423,27.290000915527344,34.5890616423207,-16.983412043385556,-16.0919141248063,0.0467185163436132,1,0.32,1.0,0.14,8.0,1.08,3.0,0.0,-0.02944439017917555,-0.024572034455457747
2022-07-13,439.31109619140625,44035695,26.81999969482422,45.25316364048583,-15.279748077511044,-15.92948091534725,0.0095642716750261,1,-0.21,1.0,0.93,2.0,-0.31,5.0,0.0037375108318897787,-0.0001263646588897105,0.0017543165268854022
2022-07-14,443.5127868652344,31936258,26.399999618530273,46.43961118992639,-13.435662830238355,-15.430717298325472,0.0368421527050077,1,1.1,2.0,0.95,6.0,1.4,2.0,6.0292840538211934e-05,0.02768648010166208,0.007501528879211294
2022-07-15,459.8527526855469,51846909,24.229999542236328,48.203584376421375,-10.53428067271784,-14.451429973203949,0.0060914008768648,1,0.0,0.0,0.66,4.0,1.19,6.0,-0.0033148844532467914,0.029277829497011743,0.01922890569711644
2022-07-18,462.6539001464844,39179575,25.299999237060547,49.40830038807139,-7.91761587238949,-13.144667153041055,-0.0090817145872925,0,0.0,0.0,0.74,2.0,0.89,4.0,0.005129964154072741,0.02342530572946977,0.025448091165464648
2022-07-19,458.45220947265625,19874865,24.5,50.0,-6.112470730757934,-11.738227868584431,0.0081464133747626,1,0.56,2.0,1.02,3.0,1.08,4.0,-0.00025736300774925613,-0.02394018740434145,-0.0052714044142291305
2022-07-20,462.18695068359375,35436652,23.8799991607666,56.08972566017362,-4.330597366718166,-10.25670176821118,0.0121212085196495,1,-0.18,2.0,0.76,4.0,0.6,3.0,-0.003042345806122171,0.030749047877218105,0.0461155413242873
2022-07-21,467.7892150878906,22285593,23.11000061035156,67.02508389531027,-2.438286916865934,-8.69301879794213,0.003992167017853,1,0.83,2.0,0.01,2.0,0.46,1.0,-0.0011401876953881507,0.004759080098774682,0.024907807328573783
2022-07-22,469.6567077636719,25216400,23.030000686645508,74.60939205626174,-0.778946984391041,-7.110204435231913,-0.0069582853115305,0,0.54,2.0,0.76,3.0,0.6,4.0,0.00317934136341691,0.014209990256980776,0.015263038208837676
2022-07-25,466.3887023925781,15245346,23.36000061035156,71.31474788386204,0.2692869728099367,-5.634306153623544,-0.0090091198337981,0,0.43,3.0,0.66,2.0,1.34,5.0,-1.3340914888027022e-05,-0.016744530628857057,-0.025507367634437172
2022-07-26,462.18695068359375,18024265,24.690000534057617,74.89538329918133,0.7523016237713591,-4.356984598144563,0.0141416190303007,1,0.47,1.0,1.4,5.0,1.02,4.0,-0.002653919986508213,-0.00023190149267915405,-0.006114488532585449
2022-07-27,468.7230224609375,17166365,23.239999771118164,71.29184747218405,1.6435547072042027,-3.15687673707481,-0.0019922370532262,0,0.57,2.0,0.77,9.0,-0.91,3.0,0.0009059601811458595,-0.02178444355111231,-0.016307815450316232
2022-07-28,467.7892150878906,33844011,22.329999923706055,67.70826843324286,2.2486081905942683,-2.0757797515409946,0.0159681461683476,1,0.0,0.0,0.73,5.0,0.93,5.0,0.0030944219450737,0.03802423127088783,0.04751419269025936
2022-07-29,475.2589416503906,29045617,21.329999923706055,73.73725568653396,3.292903401192234,-1.002043120994349,-0.0098231683296106,0,0.0,0.0,0.0,0.0,0.15,1.0,-0.002038713434828976,0.011183404070394865,0.011508072827207227
2022-08-01,470.59039306640625,24117969,22.84000015258789,79.78130599158143,3.70113761474812,-0.0614069738458552,-0.0238094496957453,0,0.5,2.0,1.26,4.0,0.8,2.0,0.0018654255451322488,-0.0014670775410960957,0.007688875047758614
2022-08-02,459.3858947753906,39838155,23.93000030517578,63.030269415826616,3.0849948971425647,0.5678734003518289,0.01829250834227,1,0.8,2.0,1.31,5.0,1.04,6.0,0.002908236353866167,-0.024525305509110695,0.0037679975282647327
2022-08-03,467.7892150878906,27603474,21.950000762939453,64.9424609406111,3.2374557000482014,1.1017898602911036,-0.0019960182710434,0,-0.48,2.0,1.09,1.0,1.08,5.0,0.005532912952061597,-0.0030124386502952127,-0.0011986852579419782
2022-08-04,466.8554992675781,26027618,21.440000534057617,55.31907101119512,3.2455265120998433,1.5305371906528515,0.0320002306195723,1,0.53,1.0,0.37,4.0,1.31,1.0,-0.006685899478526491,0.005345571128130722,0.026459353201949698
2022-08-05,481.79498291015625,32784279,21.149999618530273,62.27541441254192,4.406617421666738,2.105753236855629,-0.007751976283959,0,0.0,0.0,1.27,4.0,0.88,5.0,-0.0008108983206702725,0.02207851141225725,0.009153534524583673
2022-08-08,478.06011962890625,19333128,21.290000915527344,62.650543579274995,4.968148357761436,2.6782322610367904,-0.0039062056138388,0,0.85,1.0,0.81,3.0,1.09,4.0,0.00032398554970947124,0.015268147814515798,-0.00909324638086495
2022-08-09,476.1927185058594,21164373,21.770000457763672,59.259283170753854,5.202510701207814,3.183087949070995,-0.019608068068698,0,0.0,0.0,0.54,5.0,0.85,7.0,-0.00022371069755522388,-0.02038558068446017,-0.016064048946623388
2022-08-10,466.8554992675781,20861380,19.739999771118164,49.41176515825586,4.581990652692298,3.4628684897952557,0.0280001445948112,1,0.0,0.0,0.86,6.0,0.33,1.0,0.0018600869157348043,-0.03104390954118963,-0.045747212874083454
2022-08-11,479.9275207519531,23740033,20.200000762939453,55.670069397926824,5.086394144458552,3.7875736207279154,0.0058367323709729,1,-0.31,3.0,0.95,4.0,0.25,4.0,0.0009099748000620522,0.040605424319961836,0.04248842399212038
2022-08-12,482.7287292480469,19535923,19.530000686645508,59.06735137083085,5.647075687331778,4.159474034048688,0.0116053459164227,1,0.0,0.0,-0.55,1.0,0.62,4.0,-0.003916327686917409,0.009586243779950543,-0.0033492744014829157
2022-08-15,488.3309631347656,21273166,19.950000762939453,64.28570237462759,6.468903808040977,4.621359988847146,0.0038241106577336,1,0.0,0.0,1.07,3.0,1.3,3.0,0.0013005635116274394,0.014968867313622791,0.02992585294926431
2022-08-16,490.1983947753906,20720414,19.690000534057617,62.3655517189875,7.1880354430848,5.134695079694677,0.0038095425454844,1,0.0,0.0,0.94,4.0,1.24,1.0,-0.000210354578339067,0.007814145217051705,0.003093378390820911
2022-08-17,492.0658264160156,27143102,19.899999618530273,63.82981608599111,7.818511636253504,5.671458391006443,-0.0132828595461935,0,0.0,0.0,1.12,5.0,0.83,4.0,0.0013258375377005471,-0.017691491964220152,-0.01029794813762186
2022-08-18,485.52978515625,17831084,19.559999465942383,55.91397131463407,7.701981013184934,6.077562915442141,-0.0019230237387679,0,0.94,3.0,0.02,3.0,0.38,4.0,-0.0012974273469312791,-0.008337925704714921,-0.024796029095448202
2022-08-19,484.5960998535156,14022812,20.600000381469727,58.42696340375588,7.448428210127531,6.35173597437922,-0.0134874800407701,0,0.4,1.0,0.9,4.0,0.51,7.0,-0.00027052376956115953,0.000784767761369487,0.02280041480856032
2022-08-22,478.06011962890625,11494000,23.799999237060547,61.90471743666785,6.643504620468377,6.410089703597052,-0.0156250778004624,0,0.0,0.0,1.4,5.0,1.03,2.0,0.0012693909777732326,-0.02318816887158437,-0.027815815696432544
2022-08-23,470.59039306640625,19191108,24.11000061035156,51.80724789316192,5.3412814028383195,6.196328043445305,-0.0019840721708116,0,0.86,2.0,1.23,2.0,1.05,2.0,0.0042804096583544116,-0.022477013423801595,-0.037235796566073565
2022-08-24,469.6567077636719,14363212,22.81999969482422,51.80726829398914,4.1856697249574495,5.794196379747735,0.0099404075879008,1,0.85,2.0,0.28,2.0,1.55,5.0,0.0009866863868770448,0.00926803805222054,0.0073644796643508315
2022-08-25,474.3252868652344,9357138,21.780000686645508,44.44446461976902,3.6049982848625746,5.356356760770703,0.0078739904177469,1,0.0,0.0,1.07,2.0,1.21,5.0,0.0012710719903399337,-0.0054631084445262434,0.0006528179591678285
2022-08-26,478.06011962890625,12914846,25.559999465942383,50.0,3.4069090490143026,4.966467218419424,-0.0263671272794497,0,0.0,0.0,0.2,2.0,0.0,0.0,0.0011600877468875836,0.023492225876888595,0.036595796223690025
2022-08-29,465.4550476074219,26590824,26.209999084472656,43.11380081588813,2.2073529445816007,4.414644363651859,-0.0050150697962783,0,-0.56,2.0,1.06,2.0,0.69,2.0,-0.0005628272937328038,-0.03231682584575768,-0.05810368755404394
2022-08-30,463.1207580566406,24214535,26.209999084472656,47.368500273084216,1.05616363427049,3.7429482177755857,0.0181449873846342,1,0.0,0.0,1.23,6.0,0.94,4.0,0.0030807079910377677,-0.022303823664343803,-0.01927500412216976
2022-08-31,471.5240783691406,39357089,25.8700008392334,43.6619426544879,0.8125489729524134,3.156868368810951,-0.0287128239317564,0,0.0,0.0,0.78,6.0,1.22,5.0,0.0028730851951361824,-0.0007242556049809057,-0.013069818614501738
2022-09-01,457.98529052734375,39168672,25.559999465942383,33.93931830652238,-0.4675942957786105,2.431975835893039,-0.0112130380611733,0,-0.62,1.0,1.08,6.0,0.87,6.0,0.0022622757618622202,0.006764324502292363,-0.01153350276189713
2022-09-02,452.8498840332031,29982959,25.469999313354492,26.82921871225872,-1.87488889279814,1.570602890154803,0.0020617987011914,1,0.0,0.0,1.01,3.0,0.9,6.0,-0.003416930506516702,-0.020515950679153794,-0.019212719652391463
2022-09-06,456.5847778320313,16700285,26.90999984741211,26.829247877222272,-3.414075530223045,-0.1386887533277599,-0.0337424313415148,0,0.8,2.0,1.1,3.0,0.64,5.0,0.00212124646175349,-0.020515950679153794,-0.019212719652391463
2022-09-07,441.1784973144531,34678562,24.63999938964844,24.04370179305802,-5.02132428448067,-1.115215859558342,0.0052910320085646,1,0.58,1.0,0.4,4.0,1.1,5.0,0.0023846062832659776,-0.020515950679153794,-0.019212719652391463
2022-09-08,443.5127868652344,27931552,23.61000061035156,26.344075062539233,-6.037130560438129,-2.0995987997342995,0.0242106479262715,1,0.04,1.0,0.43,4.0,0.96,1.0,0.0036726685016230665,-0.0009998024506253644,0.0155669829914169
2022-09-12,454.2505187988281,21597212,23.8700008392334,36.92310374084383,-5.907619761309661,-2.861202992049372,0.0133605367755376,1,1.07,1.0,1.21,3.0,1.12,2.0,0.0003533638600961009,0.01607693519422182,0.02392241666326078
2022-09-13,460.3195495605469,16507036,27.270000457763672,44.2708171969281,-5.254688678307673,-3.339900129301032,-0.0263689714846128,0,0.83,3.0,1.4,5.0,1.0,8.0,-0.00028191133038779626,0.007604445522854109,0.0034242674041138343
2022-09-14,448.181396484375,22645714,26.15999984741211,39.35185983796496,-5.651536209914639,-3.802227345423754,-0.0015716319914846,0,0.18,1.0,1.58,7.0,0.97,9.0,0.0010696608845459643,-0.04065737439094075,-0.06181417050572813
2022-09-15,447.4770202636719,23104850,26.270000457763672,36.14303967177916,-5.954241225675162,-4.232630121474036,-0.0094438170496244,0,0.12,1.0,0.74,8.0,1.1,6.0,0.007632050374805743,0.010785175863888163,0.011411752083694937
2022-09-16,443.2511291503906,39087513,26.299999237060547,32.124948167065185,-6.460656797194588,-4.678235456618147,-0.0105933077135503,0,0.21,1.0,0.62,6.0,1.38,1.0,-0.0015971034548785124,-0.015552895079432139,-0.01619517985459018
2022-09-19,438.5556335449219,17182380,25.760000228881836,34.96533006203951,-7.15836486537745,-5.174261338370008,0.0203426567494684,1,0.16,1.0,1.34,3.0,1.24,1.0,0.004924518868563821,-0.001154097023757128,0.00533423806147626
2022-09-20,447.4770202636719,19842582,27.15999984741211,41.856041108234486,-6.911747860146079,-5.5217586427252225,-0.0115425794590671,0,0.0,0.0,1.0,3.0,1.26,1.0,0.0012491050330740716,0.004365028680304306,0.0057741869146432645
2022-09-21,442.3119812011719,24154633,27.989999771118164,34.26187040707745,-7.051788959493024,-5.827764706078783,-0.0138003608331604,0,1.49,1.0,1.02,2.0,1.46,2.0,0.001951339515686934,-0.0010226200715494072,-0.014911108202653178
2022-09-22,436.2079162597656,29702508,27.350000381469727,37.24560504827396,-7.568079457617841,-6.175827656386595,-0.0204521430863653,0,0.74,1.0,1.17,4.0,1.39,6.0,0.000542755829479491,-0.012923807430131884,-0.00966333493305771
2022-09-23,427.2865295410156,29757787,29.920000076293945,35.66401851084878,-8.598012213398022,-6.6602645677888805,-0.0186811605330209,0,0.0,0.0,1.24,6.0,0.46,1.0,0.0035419145010713304,-0.019574940389128437,-0.028115740224803232
2022-09-26,419.3043212890625,32342267,32.2599983215332,32.08061168039548,-9.943713894425514,-7.316954433116208,0.0033593007856611,1,-0.76,1.0,0.08,5.0,0.62,3.0,0.002807592860585073,-0.023270958359903005,-0.014462554017080853
2022-09-27,420.712890625,24961404,32.599998474121094,31.08300272107354,-10.772355391002748,-8.008034624693517,-0.0223214700215872,0,-0.44,2.0,1.14,2.0,0.64,3.0,0.00801250572114487,-0.011641981987625671,-0.014707930207541353
2022-09-28,411.3219604492187,34402652,30.18000030517578,33.18861304627097,-12.047948083072868,-8.816017316369388,-0.0068492835614968,0,0.6,2.0,0.96,6.0,0.11,5.0,0.0010065612168248528,0.00027374028948012885,0.01035196091067303
2022-09-29,408.5046997070313,41094780,31.84000015258789,30.394551228697793,-13.13478426189971,-9.679770705475454,-0.0298849937568551,0,0.86,2.0,0.12,5.0,0.49,6.0,-0.004650746861577515,-0.012323663013820818,0.012184938627858966
2022-09-30,396.2965393066406,48266800,31.6200008392334,18.070119982782742,-14.8104802828135,-10.705912620943064,-0.0118482855755632,0,-1.08,1.0,0.0,0.0,0.8,2.0,-0.00012627340739845838,-0.039512124569989426,-0.032917735233262135
2022-10-03,391.6011047363281,36044395,30.100000381469727,11.557558685446011,-16.329131714690334,-11.830556439692518,0.0287770754096112,1,0.78,1.0,0.73,6.0,0.3,3.0,-0.0012787324089980068,-0.010392554068464954,-0.0173216525753509
2022-10-04,402.8702392578125,40375000,29.06999969482422,24.40317707913114,-16.433909065988928,-12.7512269649518,0.0372959322343062,1,0.83,1.0,0.7,6.0,0.39,2.0,0.005453555861455461,0.010064255213717344,0.037551532067919835
2022-10-05,417.8956604003906,46496536,28.549999237060547,35.6164302253182,-15.130109474396306,-13.227003466840705,0.0134830820664098,1,0.99,2.0,0.35,7.0,0.89,5.0,-0.0006068155133903685,0.051407951249202055,0.044620040785311677
2022-10-06,423.5301818847656,30331834,30.520000457763672,40.54051522028841,-13.486713670555671,-13.278945507583698,-0.0288249148649067,0,0.19,1.0,1.44,2.0,0.69,2.0,-0.004898758765475852,0.02293621459780626,0.009399586014327
2022-10-07,411.3219604492187,31941781,31.36000061035156,37.81510103687148,-13.019333327128097,-13.227023071492578,-0.0833332467737898,0,0.0,0.0,-0.29,3.0,0.86,5.0,-0.0033040285834535776,-0.001745439288912909,-0.0058527343379278784
2022-10-11,377.045166015625,95793819,33.630001068115234,24.31503182810796,-15.2391148553034,-13.629441428254744,-0.0099626742693008,0,-0.48,1.0,0.56,4.0,0.11,4.0,0.005453593564254122,-0.03311825714894345,-0.03454329568659176
2022-10-12,373.2887878417969,53570085,33.56999969482422,24.56744167636704,-17.10424890001616,-14.324402922607028,-0.0062894423748605,0,-0.69,2.0,0.56,4.0,0.96,5.0,0.0025795610253211976,-0.05916371941397236,-0.02498531887993649
2022-10-13,370.9410095214844,38046284,31.940000534057617,25.266856667843182,-18.557903201055183,-15.17110297829666,0.043038191295019,1,0.89,1.0,1.43,3.0,1.28,4.0,0.0010222224035347782,0.010401866020941508,-0.00896550927237838
2022-10-14,386.9056396484375,54504366,32.02000045776367,35.47297868486203,-18.211788319080256,-15.77924004645338,-0.0364076735643222,0,0.0,0.0,1.02,2.0,0.51,1.0,-0.0016056337842464963,0.039151480664668226,0.029400477443366047
2022-10-17,372.8193054199219,41512192,31.3700008392334,33.98057966533419,-18.85677012129969,-16.39474606142264,0.025188713370059,1,0.0,0.0,0.69,6.0,0.91,2.0,0.002341520702051625,-0.040528480719885684,-0.04459090609500449
2022-10-18,382.2101440429687,40093216,30.5,37.423308235599976,-18.398079049162504,-16.795412658970616,-0.028255477248879,0,0.34,4.0,1.24,4.0,1.47,5.0,0.003560580503860322,0.015175342634901723,0.022818011298131102
2022-10-19,371.4106140136719,46385177,30.760000228881836,37.082071072487935,-18.690541954535547,-17.174438518083605,0.0050568663286931,1,1.42,2.0,0.81,4.0,0.44,4.0,0.0008134965474435596,-0.01818461361656265,0.004205008544579947
2022-10-20,373.2887878417969,52938069,29.979999542236328,38.53210826827485,-18.556856096905733,-17.45092203384803,-0.0201256106253741,0,0.2,3.0,1.79,1.0,0.75,7.0,0.000906509330880656,-0.0007849442057533684,0.007555304729488288
2022-10-21,365.776123046875,35923505,29.690000534057617,39.74764325362321,-18.839943216626523,-17.72872627040373,-0.006418621042718,0,0.24,1.0,0.26,3.0,0.36,3.0,0.004216576925899718,-0.0012566060466907558,0.006917685046656574
2022-10-24,363.4283447265625,46714078,29.850000381469727,40.38460536953491,-19.034322071399913,-17.989845430602966,-0.0413435588076736,0,0.0,0.0,0.89,8.0,0.35,6.0,-0.0018038895389356213,0.0026738615483188344,0.03704475008584174
2022-10-25,348.4029235839844,76416687,28.459999084472656,31.874978546935452,-20.16830693968842,-18.425537732420057,0.0134769364287568,1,0.55,4.0,0.99,1.0,0.99,5.0,0.00267958280093894,-0.0385883081667201,0.006359469075701174
2022-10-26,353.09832763671875,58850484,27.280000686645508,26.845603478264664,-20.45235622044061,-18.830901430024166,0.0252660123837478,1,0.62,2.0,1.34,5.0,1.12,4.0,0.004080113857687806,-0.0024474173899621254,0.02259781483477541
2022-10-27,362.0197143554687,45684455,27.38999938964844,28.524581220943205,-19.730149095654554,-19.010750963150244,-0.0155641288607902,0,-0.02,1.0,1.0,5.0,1.06,4.0,-0.0026089072376338507,-0.004906646082149857,-0.011793563399972173
2022-10-28,356.38519287109375,40184472,25.75,29.8969120518379,-19.388949796120983,-19.08639072974439,0.027667937143508,1,0.78,1.0,0.53,3.0,1.03,6.0,-0.008195023386873834,0.0018080607880519572,-0.015035781770242118
2022-10-31,366.2456359863281,38409054,25.8799991607666,45.18828793231495,-18.114083659987728,-18.89192931579306,0.0038462189040922,1,0.0,0.0,0.6,4.0,0.67,4.0,0.0025060024412564275,0.017391108813971767,0.03975895521251571
2022-11-01,367.654296875,41426496,25.809999465942383,47.43592058187886,-16.796456802553507,-18.472834813145152,0.0089396823984402,1,0.0,1.0,0.37,3.0,0.16,3.0,0.002215745939227798,-0.007418021189721569,-0.020220557807868578
2022-11-02,370.9410095214844,22535650,25.86000061035156,50.0,-15.310527551538712,-17.840373360823865,-0.0278477284441499,0,0.0,0.0,0.66,3.0,1.0,6.0,0.004163334716003719,0.0004874550562901092,0.007674746462651205
2022-11-03,360.6111450195313,39731333,25.299999237060547,37.499970984754235,-14.79589379603857,-17.231477447866805,-0.0052085616509651,0,0.63,1.0,1.16,4.0,1.74,1.0,-0.003835907343443412,-0.017213383944260197,-0.030914589240193524
2022-11-04,358.7328796386719,28397417,24.549999237060547,42.42418174715979,-14.373909672726311,-16.659963892838707,0.0209424805309828,1,0.31,1.0,0.93,3.0,1.3,2.0,0.003844503233182639,-0.003965742485703916,-0.015297544522817619
2022-11-07,366.2456359863281,35387706,24.350000381469727,41.237111329768034,-13.2801818939908,-15.984007493069129,0.0230768967973618,1,0.0,0.0,0.83,1.0,1.13,1.0,-0.0030234853325058486,0.03649655390830109,0.04596458036478457
2022-11-08,374.6974487304687,31838223,25.540000915527344,51.85186586193272,-11.597712880987444,-15.10674857065279,0.0451128131860292,1,0.89,1.0,0.7,6.0,0.44,2.0,-0.004696764211378102,0.004481279870924837,0.021841069770505372
2022-11-09,391.6011047363281,52260831,26.09000015258789,58.8235674705336,-8.798931689352344,-13.845185194392702,-0.0227819000723582,0,0.76,1.0,1.12,4.0,0.9,5.0,-0.00465640067779749,0.036010161554117515,0.021533233576482402
2022-11-10,382.6796875,32044942,23.530000686645508,58.035686306824715,-7.217561684110535,-12.51966049233627,0.0834355956403241,1,0.0,0.0,0.88,9.0,0.76,4.0,-0.0018901016272467874,-0.00030762699191888565,-0.03138537247101947
2022-11-11,414.6087951660156,80016195,22.520000457763672,68.9895617937147,-3.34929384130038,-10.685587162129092,0.007927630269056,1,0.0,0.0,0.9,1.0,1.14,3.0,0.0038440005829478707,0.08984628925016991,0.10214363320087672
2022-11-14,417.8956604003906,61933190,23.729999542236328,78.24428673916215,-0.0182309959997724,-8.552115928903229,0.0786518232415789,1,-0.37,1.0,0.32,7.0,0.9,2.0,-0.015981455828401714,0.042207545011787584,0.030832517247427527
2022-11-15,450.763916015625,113379796,24.540000915527344,82.29816184514674,5.213752946074976,-5.798942153907588,0.0145831268425073,1,1.21,2.0,0.86,4.0,1.05,5.0,-0.00972552207609323,-0.013950826497856395,-0.009746217455226747
2022-11-16,457.33746337890625,85726375,24.11000061035156,82.01893966886334,9.77785522088442,-2.683582678949187,-0.0041066235402908,0,0.13,1.0,0.51,4.0,1.13,5.0,-0.0066759595166066,0.10521984602621992,0.030263395874725596
2022-11-17,455.4593505859375,45144984,23.93000030517578,84.14243382610913,13.092469313436936,0.4716277195280375,0.0041235574383369,1,1.6,1.0,0.71,2.0,0.91,3.0,0.0061510743123134315,-0.012552865138186875,-0.042620653340061265
2022-11-18,457.33746337890625,35859717,23.1200008392334,83.2192118506199,15.690008220563245,3.5153038197350788,-0.0102668257659097,0,0.6,1.0,1.09,1.0,0.67,2.0,-0.0014157670755384766,0.025550610548144226,0.010509818040014052
2022-11-21,452.6420593261719,29710180,22.36000061035156,80.26761428884754,17.171751391790906,6.246593334146245,0.0186721097883486,1,0.0,0.0,1.19,3.0,0.62,3.0,-0.0003222242284840471,0.009695615650320732,0.0018130747172104833
2022-11-22,461.0938415527344,37343127,21.290000915527344,80.9678057796798,18.811188055221635,8.759512278361322,0.0020366503072348,1,1.22,1.0,1.32,7.0,0.93,12.0,0.0027816244093905595,-0.028442901352524586,-0.017694353826310905
2022-11-23,462.0329284667969,33475337,20.350000381469727,87.24136640430807,19.956187382333667,10.998847299155791,0.008130175275324,1,0.0,0.0,0.8,2.0,0.97,3.0,0.0006332427232416116,0.03265371045727461,0.030267239648911426
2022-11-25,467.66748046875,39949969,20.5,88.29791279612857,21.59629306196331,14.706601239401069,-0.0351405276560556,0,0.28,1.0,1.51,1.0,1.7,1.0,-0.000884044595383715,0.03265371045727461,0.030267239648911426
2022-11-28,451.2333984375,38926919,22.209999084472656,77.25756070628181,20.564748936087938,15.878230778738445,0.0135275113999606,1,0.0,0.0,0.69,7.0,1.09,5.0,-0.005363641239729655,0.03265371045727461,0.030267239648911426
2022-11-29,457.33746337890625,38182197,21.88999938964844,75.36234716707614,20.009136936085895,16.704412010207935,0.0061602022256188,1,0.0,0.0,0.82,6.0,1.24,8.0,0.0005013785441942975,-0.026781110591909907,-0.026347828355548164
2022-11-30,460.1547546386719,57111603,20.579999923706055,81.36889665192069,19.570545219642952,17.27763865209494,0.0173468570933252,1,0.0,0.0,1.23,1.0,0.75,6.0,0.0025090282774300476,0.0013885178609864823,-0.003035011036445212
2022-12-01,468.1369934082031,41746878,19.84000015258789,76.88686562606726,19.64065286251048,17.75024149417805,-0.0120359874270473,0,0.0,0.0,0.11,1.0,1.14,4.0,-0.0019383461963815574,0.04601040107016807,0.05848770936820258
