Date,Yahoo_Score,Yahoo_Volume
2024-02-01,1.5,4
2024-02-01,1.51,3
2024-02-02,1.3,6
2024-02-05,0.52,2
2024-02-06,0.62,5
2024-02-07,0.78,3
2024-02-10,1.83,1
2024-02-11,1.74,2
2024-02-13,1.1,4
2024-02-14,1.21,3
2024-02-15,0.74,4
2024-02-16,0.4,3
2024-02-18,0.82,3
2024-02-19,1.21,4
2024-02-20,0.3,4
2024-02-21,1.12,11
2024-02-22,0.79,4
2024-02-23,0.78,6
2024-02-24,0.96,1
2024-02-25,1.2,5
2024-02-27,0.8,6
2024-02-28,1.26,5
2024-02-29,0.63,11
2024-03-01,1.19,4
2021-06-17,1.24,1
2024-03-01,1.34,2
2024-03-02,1.73,1
2024-03-03,1.31,4
2024-03-04,1.04,6
2024-03-05,1.02,4
2024-03-06,1.19,6
2024-03-07,0.5,3
2024-03-08,0.8,3
2024-03-10,1.76,1
2024-03-11,1.64,2
2024-03-12,0.97,7
2024-03-13,1.05,4
2024-03-14,0.46,2
2024-03-15,0.02,3
2024-03-16,1.47,3
2024-03-17,0.5,2
2024-03-18,1.35,4
2024-03-19,1.16,4
2024-03-20,1.0,5
2024-03-21,0.37,2
2024-03-23,1.17,1
2024-03-24,1.18,3
2024-03-25,0.41,4
2024-03-26,1.03,6
2024-03-27,0.17,3
2024-03-28,1.73,4
2024-03-29,1.34,2
2024-03-30,-0.64,1
2024-03-31,0.01,2
2024-04-01,1.17,5
2024-04-01,1.18,4
2024-04-02,1.41,5
2024-04-03,0.78,1
2024-04-04,0.87,2
2024-04-05,0.69,1
2024-04-07,0.85,2
2024-04-08,1.37,6
2024-04-09,0.92,3
2024-04-11,0.7,8
2024-04-12,1.27,1
2024-04-13,1.56,1
2024-04-14,1.35,3
2024-04-15,-0.01,3
2024-04-16,1.34,2
2024-04-17,0.64,2
2024-04-18,0.37,5
2024-04-19,0.61,2
2024-04-20,1.5,2
2024-04-21,1.04,3
2024-04-22,0.8,4
2024-04-23,0.57,2
2024-04-24,0.88,8
2024-04-25,1.58,2
2024-04-26,1.13,3
2024-04-27,0.7,3
2024-04-28,1.39,5
2024-04-29,1.07,7
2024-04-30,0.7,5
2024-05-01,0.95,5
2024-05-01,1.7,2
2024-05-02,0.5,5
2024-05-04,1.63,1
2024-05-05,1.21,1
2024-05-06,1.02,3
2024-05-07,0.4,2
2024-05-08,1.42,6
2024-05-09,1.05,7
2024-05-10,0.39,1
2024-05-11,0.37,2
2024-05-12,0.22,2
2024-05-13,0.74,1
2024-05-14,0.85,7
2024-05-15,0.24,1
2024-05-16,1.76,3
2024-05-17,1.6,5
2024-05-19,1.5,4
2024-05-20,1.48,3
2024-05-21,1.24,5
2024-05-22,0.87,3
2024-05-23,1.76,2
2024-05-24,1.21,7
2024-05-26,1.33,4
2024-05-27,1.25,6
2024-05-28,1.5,3
2024-05-29,0.9,4
2024-05-30,1.25,6
2024-05-31,1.62,3
2024-06-01,0.16,1
2022-02-15,0.65,1
2024-06-01,0.16,1
2024-06-02,0.32,1
2024-06-03,1.13,3
2024-06-04,0.9,3
2024-06-05,0.52,3
2024-06-06,0.63,3
2024-06-07,0.86,4
2024-06-08,-0.25,1
2024-06-09,0.36,2
2024-06-11,1.09,3
2024-06-12,0.15,7
2024-06-13,1.02,6
2024-06-14,0.65,3
2024-06-15,1.18,1
2024-06-16,0.98,3
2024-06-17,1.19,4
2024-06-18,0.86,9
2024-06-19,1.15,4
2024-06-20,0.87,8
2024-06-21,1.26,2
2024-06-22,1.1,2
2024-06-23,1.41,1
2024-06-24,1.17,2
2024-06-25,1.06,7
2024-06-26,1.1,5
2024-06-27,1.56,2
2024-06-28,0.06,1
2024-06-29,1.25,1
2024-06-30,1.02,1
2024-07-01,1.08,6
2021-06-08,1.06,1
2021-08-23,0.44,1
2024-07-01,0.8,4
2024-07-02,0.91,6
2024-07-03,1.27,6
2024-07-04,0.94,6
2024-07-05,0.65,1
2024-07-06,1.17,2
2024-07-07,1.31,3
2024-07-08,1.04,7
2024-07-09,0.85,6
2024-07-10,0.76,2
2024-07-11,0.76,5
2024-07-12,-1.14,1
2024-07-13,0.28,2
2024-07-14,1.03,5
2024-07-15,1.31,4
2024-07-16,0.79,1
2024-07-17,0.3,3
2024-07-18,1.1,4
2024-07-19,0.64,2
2024-07-21,1.46,4
2024-07-22,1.19,1
2024-07-23,1.46,1
2024-07-24,0.39,3
2024-07-25,1.0,5
2024-07-26,0.88,2
2024-07-28,1.12,3
2024-07-30,1.59,3
2024-07-31,1.44,3
2024-08-01,0.18,3
2024-08-01,-0.12,2
2024-08-02,1.14,2
2024-08-04,-0.56,7
2024-08-05,-0.58,8
2024-08-06,0.93,4
2024-08-07,1.94,1
2024-08-08,0.3,1
2024-08-09,1.16,5
2024-08-11,1.5,2
2024-08-12,0.98,2
2024-08-13,0.65,3
2024-08-14,1.72,2
2024-08-15,1.65,4
2024-08-16,0.87,3
2024-08-17,0.85,1
2024-08-18,1.36,1
2024-08-19,1.45,6
2024-08-20,1.16,4
2024-08-21,0.86,3
2024-08-22,1.32,4
2024-08-23,0.12,4
2024-08-24,0.6,1
2024-08-25,1.58,3
2024-08-26,0.76,5
2024-08-27,0.69,5
2024-08-28,0.7,5
2024-08-29,1.31,3
2024-08-30,0.91,3
2024-08-31,0.4,2
2024-09-01,0.83,4
2021-08-23,0.96,1
2021-09-30,1.36,1
2024-09-01,0.98,5
2024-09-02,1.11,3
2024-09-03,0.68,9
2024-09-04,0.15,2
2024-09-05,0.78,3
2024-09-06,1.13,1
2024-09-08,-0.02,3
2024-09-09,0.95,3
2024-09-10,0.04,3
2024-09-11,1.06,2
2024-09-12,0.52,3
2024-09-13,0.96,3
2024-09-14,-0.09,1
2024-09-15,1.42,3
2024-09-17,0.77,2
2024-09-18,0.6,3
2024-09-19,0.75,6
2024-09-20,1.0,4
2024-09-21,0.75,2
2024-09-22,1.3,1
2024-09-23,0.42,3
2024-09-24,1.24,7
2024-09-25,0.91,8
2024-09-26,1.63,3
2024-09-27,0.67,3
2024-09-29,0.27,6
2024-09-30,1.26,4
2024-10-01,1.6,2
2024-10-03,-0.1,2
2024-10-04,1.1,4
2024-10-05,0.93,2
2024-10-06,0.99,3
2024-10-08,1.72,3
2024-10-09,0.98,4
2024-10-10,1.0,3
2024-10-11,0.6,3
2024-10-12,1.78,2
2024-10-13,1.04,3
2024-10-14,-0.74,1
2024-10-15,1.82,3
2024-10-16,1.47,1
2024-10-17,1.68,5
2024-10-18,0.97,3
2024-10-19,0.63,1
2024-10-20,0.74,2
2024-10-21,0.43,3
2024-10-22,1.12,8
2024-10-23,0.94,7
2024-10-24,0.66,6
2024-10-25,1.01,6
2024-10-26,1.92,3
2024-10-27,0.58,4
2024-10-28,0.03,3
2024-10-29,0.95,8
2024-10-31,0.67,7
2024-11-02,-0.18,2
2024-11-03,0.49,2
2024-11-04,0.44,3
2024-11-05,0.38,2
2024-11-06,0.96,6
2024-11-07,1.11,4
2024-11-08,0.66,6
2024-11-09,1.38,1
2024-11-10,0.37,5
2024-11-11,-0.23,3
2024-11-12,1.45,4
2024-11-13,0.9,2
2024-11-14,0.76,3
2024-11-15,1.44,2
2024-11-16,1.3,1
2024-11-17,1.11,2
2024-11-18,0.36,3
2024-11-19,1.53,2
2024-11-20,1.52,2
2024-11-21,1.43,4
2024-11-22,1.21,2
2024-11-24,0.67,5
2024-11-25,0.96,2
2024-11-26,0.57,9
2024-11-27,1.13,7
2024-11-28,0.99,6
2024-11-29,0.82,2
2024-12-01,0.68,8
2024-12-01,0.66,7
2024-12-02,0.82,3
2024-12-03,1.14,1
2024-12-04,1.47,2
2024-12-05,0.78,4
2024-12-06,1.19,1
2024-12-07,-0.14,3
2024-12-08,1.59,1
2024-12-09,2.16,2
2024-12-10,0.65,1
2024-12-11,1.13,3
2024-12-12,0.91,7
2024-12-13,1.18,5
2024-12-14,0.14,2
2024-12-15,0.6,3
2024-12-16,1.34,4
2024-12-17,1.17,4
2024-12-18,-0.25,3
2024-12-19,0.71,7
2024-12-20,1.07,3
2024-12-21,1.19,1
2024-12-22,1.49,4
2024-12-23,1.28,5
2024-12-24,0.55,3
2024-12-25,0.83,3
2024-12-26,1.17,2
2024-12-27,0.37,2
2024-12-29,1.38,3
2024-12-30,1.21,5
2024-12-31,0.91,6
2025-01-01,0.42,2
2025-01-02,0.87,5
2025-01-03,0.85,5
2025-01-04,0.07,2
2025-01-05,1.23,5
2025-01-06,0.61,3
2025-01-07,0.56,9
2025-01-08,0.66,7
2025-01-09,1.42,3
2025-01-10,1.11,3
2025-01-11,0.62,2
2025-01-12,1.05,2
2025-01-13,0.46,5
2025-01-14,0.86,4
2025-01-15,1.18,10
2025-01-16,1.09,6
2025-01-17,0.69,3
2025-01-20,-0.18,4
2025-01-21,1.64,3
2025-01-22,0.57,3
2025-01-23,0.8,5
2025-01-24,0.71,3
2025-01-27,-0.66,2
2025-01-29,1.27,3
2025-01-31,-0.08,1
2025-02-01,1.89,2
2025-02-02,0.81,5
2025-02-03,0.76,2
2025-02-04,0.85,3
2025-02-05,-0.49,3
2025-02-06,0.02,3
2025-02-07,0.48,2
2025-02-08,0.13,3
2025-02-09,-0.38,4
2025-02-10,0.9,1
2025-02-11,1.23,4
2025-02-12,1.47,6
2025-02-13,0.98,10
2025-02-14,0.83,4
2025-02-15,0.41,2
2025-02-16,1.03,3
2025-02-17,0.71,2
2025-02-18,0.0,3
2025-02-19,0.91,9
2025-02-20,1.2,5
2025-02-21,0.76,4
2025-02-22,1.05,4
2025-02-24,0.95,5
2025-02-25,1.22,2
2025-02-26,1.12,4
2025-02-27,0.83,3
2025-02-28,1.94,1
2025-03-01,-0.14,1
2024-06-12,0.38,1
2025-03-03,0.77,6
2025-03-04,1.13,6
2025-03-05,1.33,3
2025-03-06,1.07,7
2025-03-07,0.31,2
2025-03-09,0.26,2
2025-03-10,0.46,6
2025-03-11,0.49,4
2025-03-12,0.17,2
2025-03-13,0.93,2
2025-03-14,1.0,2
2025-03-15,0.78,3
2025-03-16,-0.31,3
2025-03-17,0.55,5
2025-03-18,1.19,6
2025-03-19,0.82,4
2025-03-20,1.22,3
2025-03-21,1.21,3
2025-03-22,0.54,2
2025-03-23,1.16,2
2025-03-24,1.0,3
2025-03-25,1.14,2
2025-03-26,0.24,2
2025-03-27,-0.48,1
2025-03-28,1.15,1
2025-03-29,-0.09,1
2025-03-30,0.43,5
2025-03-31,0.78,8
2025-04-01,1.42,3
2021-06-10,0.6,1
2025-04-01,0.97,4
2025-04-02,0.74,2
2025-04-03,0.7,2
2025-04-04,-0.98,2
2025-04-05,0.42,1
2025-04-06,-0.24,8
2025-04-07,-0.51,5
2025-04-08,0.4,2
2025-04-09,0.25,6
2025-04-10,1.02,5
2025-04-11,1.66,1
2025-04-12,1.53,1
2025-04-13,-0.31,4
2025-04-14,1.49,7
2025-04-15,0.33,3
2025-04-16,-1.41,2
2025-04-17,1.27,5
2025-04-18,0.68,3
2025-04-19,0.8,3
2025-04-20,0.7,6
2025-04-21,1.17,3
2025-04-22,1.0,4
2025-04-23,1.19,4
2025-04-24,1.08,4
2025-04-25,1.12,2
2025-04-26,1.87,1
2025-04-27,1.7,2
2025-04-28,1.45,1
2025-04-29,1.25,4
2025-05-01,1.33,2
2022-11-25,1.51,1
2025-05-01,1.38,3
2025-05-02,1.4,4
2025-05-04,-0.19,1
2025-05-05,1.21,5
2025-05-06,1.74,2
2025-05-07,0.85,4
2025-05-08,0.96,8
2025-05-09,1.67,1
2025-05-10,1.76,1
2025-05-11,1.97,1
2025-05-12,1.33,9
2025-05-13,1.56,5
2025-05-14,0.86,7
2025-05-15,1.37,7
2025-05-16,0.91,2
2025-05-18,0.71,3
2025-05-19,0.68,5
2025-05-20,1.33,6
2025-05-21,1.14,1
2025-05-22,1.19,5
2025-05-23,0.99,2
2025-05-25,1.28,2
2025-05-26,1.65,1
2025-05-27,0.83,4
2025-05-28,1.11,3
2025-05-29,2.03,1
2025-05-30,1.24,1
2025-05-31,0.71,1
2025-06-01,0.86,4
2025-06-01,1.51,3
2025-06-02,0.92,7
2025-06-03,1.32,3
2025-06-04,1.33,2
2025-06-05,-0.85,1
2025-06-06,1.41,1
2025-06-08,0.87,5
2025-06-09,1.08,2
2025-06-11,0.62,3
2025-06-12,0.37,7
2025-06-13,1.16,1
2025-06-15,0.91,4
2025-06-16,1.18,4
2025-06-17,1.3,4
2025-06-18,0.63,5
2025-06-19,0.43,8
2025-06-20,0.56,4
2025-06-21,1.5,1
2025-06-22,0.89,6
2025-06-23,0.55,6
2025-06-24,0.99,4
2025-06-25,1.39,5
2025-06-26,0.6,1
2025-06-27,0.72,2
2025-06-28,-0.38,1
2025-06-29,1.26,2
2025-06-30,1.46,1
2025-07-01,1.33,7
2025-07-01,1.37,4
2025-07-02,1.22,7
2025-07-03,1.07,8
2025-07-04,0.91,3
2025-07-06,-1.23,1
2025-07-07,0.83,4
2025-07-08,1.75,4
2025-07-09,1.56,6
2025-07-10,0.69,8
2025-07-11,1.0,4
2025-07-12,1.65,1
2025-07-13,0.42,3
2025-07-15,1.04,3
2025-07-16,1.66,4
2025-07-17,1.35,12
2025-07-18,1.74,1
2025-07-19,1.73,4
2025-07-20,0.24,4
2025-07-21,1.43,1
2025-07-22,1.79,1
2025-07-23,1.11,5
2025-07-25,0.99,1
2025-07-27,0.19,4
2025-07-28,0.02,3
2025-07-29,1.06,1
2025-07-30,0.94,2
2025-08-01,2.0,1
2021-06-09,0.85,2
2021-06-10,1.14,2
2025-08-01,2.0,1
2025-08-03,0.76,1
2025-08-04,1.65,1
2025-08-05,-0.08,2
2025-08-06,1.03,11
2025-08-07,0.39,6
2025-08-08,1.05,6
2025-08-09,1.29,1
2025-08-10,0.58,6
2025-08-11,0.47,3
2025-08-12,1.18,5
2025-08-13,0.53,3
2025-08-14,0.51,5
2025-08-15,1.1,3
2025-08-17,0.7,2
2025-08-18,1.06,1
2025-08-19,-0.27,5
2025-08-20,1.53,3
2025-08-21,1.03,6
2025-08-22,0.3,2
2025-08-24,1.92,2
2025-08-25,0.93,5
2025-08-26,1.38,4
2025-08-27,0.98,4
2025-08-28,0.74,4
2025-08-31,-0.9,1
2025-09-01,1.18,3
2021-04-30,0.89,1
2021-06-10,0.6,2
2021-09-28,1.17,2
2021-12-22,1.3,1
2025-09-01,0.3,4
2025-09-02,-0.67,1
2025-09-03,1.73,2
2025-09-04,1.48,2
2025-09-05,2.13,1
2025-09-06,0.7,2
2025-09-07,1.27,1
2025-09-08,0.7,3
2025-09-09,0.97,4
2025-09-10,1.26,6
2025-09-12,1.68,4
2025-09-14,0.41,3
2025-09-15,1.39,5
2025-09-16,1.16,2
2025-09-17,0.9,4
2025-09-18,0.46,9
2025-09-19,0.68,3
2025-09-21,1.46,2
2025-09-22,0.86,4
2025-09-23,0.98,5
2025-09-24,1.26,3
2025-09-25,0.17,5
2025-09-26,0.95,1
2025-09-27,1.1,2
2025-09-28,1.39,1
2025-09-29,1.26,3
2025-09-30,1.26,5
2025-10-01,0.97,7
2021-05-01,1.2,1
2021-06-08,0.68,1
2021-06-10,1.18,2
2021-09-22,0.74,1
2021-09-23,0.75,1
2021-09-28,1.17,1
2025-08-25,0.97,1
2025-10-01,1.5,3
2025-10-02,0.79,5
2025-10-04,1.34,2
2025-10-05,0.78,1
2025-10-06,1.35,4
2025-10-07,0.47,3
2025-10-08,1.76,3
2025-10-09,0.36,2
2025-10-10,1.43,4
2025-10-11,-0.08,3
2025-10-12,0.63,5
2025-10-13,0.76,3
2025-10-14,1.12,3
2025-10-15,1.53,6
2025-10-16,0.64,8
2025-10-17,1.18,3
2025-10-18,2.06,1
2025-10-19,1.43,5
2025-10-20,1.58,6
2025-10-21,0.84,4
2025-10-22,0.66,2
2025-10-23,1.29,3
2025-10-24,0.49,1
2025-10-25,2.16,1
2025-10-27,1.79,2
2025-10-28,0.82,1
2025-10-29,1.33,5
2025-10-30,-0.38,2
2025-10-31,-0.34,1
2021-03-25,1.64,1
2021-03-26,1.55,1
2021-06-10,1.11,1
2021-09-02,0.47,1
2021-09-08,0.59,1
2021-09-09,0.65,1
2021-09-23,0.87,1
2021-09-28,0.76,3
2022-12-16,1.57,1
2025-05-03,1.11,1
2025-06-13,1.01,1
2025-11-02,1.42,2
2025-11-03,1.7,1
2025-11-04,-0.18,4
2025-11-05,1.01,3
2025-11-06,1.17,3
2025-11-07,1.54,5
2025-11-09,1.31,5
2025-11-10,1.15,4
2025-11-11,1.08,6
2025-11-12,-0.11,2
2025-11-13,0.46,2
2025-11-14,1.92,1
2025-11-16,1.49,2
2025-11-17,0.52,1
2025-11-18,0.36,4
2025-11-19,0.88,8
2025-11-20,-0.14,5
2025-11-21,0.93,4
2025-11-22,0.78,1
2025-11-23,0.26,2
2025-11-24,1.5,3
2025-11-25,0.72,8
2025-11-26,0.96,3
2025-11-27,1.46,2
2025-11-28,0.96,2
2025-11-29,1.17,1
2025-11-30,1.38,2
2025-12-01,0.3,1
2021-06-20,0.76,1
2021-09-08,1.12,1
2021-09-23,1.21,1
2021-09-28,0.64,2
2024-08-31,0.83,1
2025-12-01,0.3,1
2025-12-02,1.97,1
2025-12-04,0.36,2
2025-12-05,1.71,4
2025-12-07,1.79,4
2025-12-08,1.09,4
2025-12-09,0.85,5
2025-12-10,0.76,4
2025-12-11,0.97,3
2025-12-13,1.24,1
2025-12-14,2.14,1
2025-12-15,0.2,6
2025-12-16,1.41,3
2025-12-17,0.5,5
2025-12-18,1.69,3
2025-12-19,-0.27,1
2025-12-20,1.48,2
2025-12-21,1.01,3
2025-12-22,0.94,2
2025-12-23,0.73,5
2025-12-24,0.66,1
2025-12-25,1.59,4
2025-12-26,0.66,3
2025-12-27,0.52,3
2025-12-28,0.47,5
2025-12-29,0.73,5
2025-12-30,1.49,3
2025-12-31,2.09,2
2026-01-01,1.52,8
2021-03-31,0.83,1
2026-01-01,1.41,4
2026-01-03,2.17,1
2026-01-04,0.81,4
2026-01-05,1.06,4
2026-01-07,0.8,5
2026-01-08,1.39,3
2026-01-09,1.3,2
2026-01-10,0.1,2
2026-01-11,1.78,3
2026-01-12,1.88,4
2026-01-13,1.42,3
2026-01-14,1.14,8
2026-01-15,0.98,9
2026-01-16,1.32,3
2026-01-17,0.78,2
2026-01-18,1.2,3
2026-01-19,0.85,4
2026-01-20,0.53,3
2026-01-21,1.33,2
2026-01-22,1.24,2
2026-01-23,0.85,2
2026-01-24,0.85,3
2026-01-25,2.1,4
2026-01-26,0.77,8
2026-01-27,1.48,4
2026-01-28,0.86,2
2026-01-29,-0.37,2
2026-01-31,1.67,1
2026-02-01,0.0,2
2026-02-19,-0.16,3
2026-02-21,0.98,4
2026-02-22,1.35,6
2026-02-23,0.95,12
2026-02-24,1.21,23
2026-02-25,0.84,23
2026-02-26,1.0,8
2026-02-27,0.91,6
2026-02-28,1.55,4
2026-03-01,0.26,11
2026-03-17,1.99,1
2026-03-18,1.08,1
2026-03-19,-0.28,7
2026-03-20,0.65,91
