Date,News_Score,News_Volume
2023-12-11,0.7,4
2023-12-12,1.26,1
2023-12-13,0.99,3
2023-12-14,1.46,4
2023-12-15,1.07,9
2023-12-16,1.59,1
2023-12-17,1.28,2
2023-12-18,1.22,7
2023-12-19,1.36,1
2023-12-20,0.87,6
2023-12-21,1.13,3
2023-12-22,0.86,1
2023-12-25,1.18,3
2023-12-26,1.2,8
2023-12-27,1.2,1
2023-12-28,1.0,4
2024-01-01,0.37,2
2024-01-08,0.63,1
2024-02-14,0.42,1
2025-09-11,0.71,1
2025-09-24,0.97,1
2025-10-09,2.2,1
2025-10-30,1.42,1
2025-12-20,1.17,1
2026-03-20,0.5,2
2024-01-01,0.79,1
2024-01-02,1.39,4
2024-01-03,0.58,4
2024-01-04,1.7,1
2024-01-06,1.5,2
2024-01-07,1.04,2
2024-01-08,0.59,3
2024-01-09,1.16,2
2024-01-10,0.77,3
2024-01-13,0.81,1
2024-01-14,0.67,1
2024-01-15,1.26,3
2024-01-17,1.32,4
2024-01-18,1.08,10
2024-01-19,1.19,7
2024-01-20,0.7,4
2024-01-21,1.72,3
2024-01-22,1.14,9
2024-01-24,1.48,3
2024-01-25,0.78,4
2024-01-26,0.78,2
2024-01-27,0.81,4
2024-01-28,1.11,4
2024-01-29,1.19,5
2024-01-30,0.94,4
2024-01-31,0.82,4
2024-02-01,1.22,3
2024-06-01,0.83,1
2025-06-11,1.08,1
2026-03-17,1.19,1
2023-12-15,0.45,1
2024-02-01,1.17,4
2024-02-02,0.92,5
2024-02-03,1.45,1
2024-02-04,1.12,4
2024-02-05,0.81,3
2024-02-06,1.21,4
2024-02-07,1.31,4
2024-02-12,1.66,1
2024-02-13,0.89,1
2024-02-14,0.97,2
2024-02-15,1.39,3
2024-02-16,1.26,6
2024-02-17,1.83,1
2024-02-18,1.28,2
2024-02-19,1.29,6
2024-02-20,1.33,1
2024-02-21,0.83,2
2024-02-22,1.59,8
2024-02-23,1.13,4
2024-02-24,1.26,8
2024-02-25,1.35,2
2024-02-26,1.29,3
2024-02-27,1.28,4
2024-02-28,1.16,2
2024-02-29,0.82,5
2024-03-01,1.06,6
2024-03-04,1.16,1
2024-03-13,1.13,1
2024-03-22,-0.54,1
2024-06-25,1.32,1
2026-02-23,1.47,1
2026-03-18,0.55,1
2026-03-19,-1.05,1
2024-01-10,0.53,1
2024-03-01,1.01,5
2024-03-02,1.37,3
2024-03-04,1.43,5
2024-03-05,1.06,4
2024-03-06,0.44,4
2024-03-07,1.12,2
2024-03-08,0.75,4
2024-03-09,1.34,1
2024-03-10,0.92,2
2024-03-11,0.58,5
2024-03-12,1.46,3
2024-03-13,1.1,3
2024-03-14,0.93,6
2024-03-15,1.48,2
2024-03-16,1.32,3
2024-03-17,1.16,1
2024-03-18,0.96,4
2024-03-19,1.5,3
2024-03-20,1.61,2
2024-03-21,1.02,4
2024-03-22,0.68,3
2024-03-23,0.93,2
2024-03-25,0.86,6
2024-03-26,1.61,2
2024-03-27,0.93,3
2024-03-28,0.23,2
2024-03-29,1.31,1
2024-04-01,0.57,4
2025-03-07,0.34,2
2025-05-16,1.29,1
2025-06-01,1.86,1
2025-10-28,1.29,1
2026-03-16,1.24,4
2026-03-20,-1.4,1
2024-04-01,0.55,3
2024-04-02,1.06,5
2024-04-03,0.78,5
2024-04-04,0.77,3
2024-04-06,0.7,2
2024-04-07,0.87,1
2024-04-08,1.18,5
2024-04-09,1.33,4
2024-04-10,0.46,1
2024-04-11,0.73,1
2024-04-12,1.22,2
2024-04-13,1.44,2
2024-04-15,1.19,4
2024-04-16,1.2,1
2024-04-17,0.74,6
2024-04-18,1.39,5
2024-04-19,0.18,7
2024-04-20,1.77,1
2024-04-21,1.23,3
2024-04-22,0.56,2
2024-04-23,0.76,2
2024-04-24,0.06,1
2024-04-25,0.74,7
2024-04-26,1.2,6
2024-04-29,1.06,4
2024-04-30,1.42,6
2024-05-01,1.01,1
2024-05-28,1.36,1
2024-07-06,1.33,1
2024-08-19,-0.61,1
2024-09-27,1.81,1
2025-06-11,0.87,1
2025-09-02,0.48,1
2025-12-10,-0.14,1
2026-03-15,-0.79,2
2026-03-18,-0.83,1
2023-09-24,0.24,1
2024-05-01,1.01,1
2024-05-02,1.29,5
2024-05-03,1.4,2
2024-05-04,1.21,2
2024-05-05,1.45,2
2024-05-06,1.12,5
2024-05-07,1.2,5
2024-05-08,0.58,2
2024-05-09,1.37,2
2024-05-10,0.25,2
2024-05-11,1.02,1
2024-05-12,1.55,1
2024-05-13,1.02,2
2024-05-14,0.97,7
2024-05-15,1.19,5
2024-05-16,0.83,4
2024-05-17,1.28,3
2024-05-18,1.46,2
2024-05-19,0.99,3
2024-05-20,0.35,3
2024-05-21,1.35,1
2024-05-22,1.22,4
2024-05-23,1.09,6
2024-05-24,0.89,5
2024-05-25,1.69,1
2024-05-26,1.33,1
2024-05-27,1.51,3
2024-05-28,1.12,4
2024-05-29,0.6,3
2024-05-30,0.82,4
2024-05-31,0.46,2
2024-06-01,1.47,1
2025-04-08,1.25,1
2025-06-11,1.19,3
2025-06-12,1.38,1
2023-11-12,0.34,1
2024-06-01,1.47,1
2024-06-02,0.67,1
2024-06-03,1.12,8
2024-06-04,0.44,2
2024-06-05,0.72,6
2024-06-06,0.91,4
2024-06-07,1.12,4
2024-06-09,1.17,1
2024-06-11,1.4,2
2024-06-12,0.66,2
2024-06-13,0.6,3
2024-06-14,0.96,2
2024-06-17,0.21,1
2024-06-18,1.0,4
2024-06-19,1.26,4
2024-06-20,1.13,6
2024-06-21,1.41,7
2024-06-22,1.2,2
2024-06-23,0.38,2
2024-06-24,1.33,11
2024-06-25,1.5,3
2024-06-26,1.56,2
2024-06-27,1.03,5
2024-06-28,1.47,7
2024-06-30,1.5,1
2024-07-01,0.82,2
2024-07-05,1.54,1
2024-08-02,0.52,1
2025-01-08,0.65,1
2025-03-20,-0.17,1
2025-04-03,1.63,1
2025-09-11,0.16,1
2024-07-01,0.82,2
2024-07-02,1.28,5
2024-07-03,1.31,9
2024-07-04,1.5,4
2024-07-05,0.64,8
2024-07-07,1.22,2
2024-07-08,0.59,1
2024-07-09,1.12,3
2024-07-11,1.19,5
2024-07-12,0.87,1
2024-07-13,1.32,2
2024-07-15,1.08,4
2024-07-16,1.34,4
2024-07-17,0.86,3
2024-07-18,0.6,4
2024-07-19,1.09,8
2024-07-20,0.54,2
2024-07-21,0.78,4
2024-07-22,1.97,2
2024-07-23,1.46,2
2024-07-24,0.8,2
2024-07-25,0.91,1
2024-07-26,1.16,2
2024-07-27,0.76,2
2024-07-28,1.35,1
2024-07-29,1.44,2
2024-07-30,1.34,2
2024-07-31,0.49,5
2024-08-01,1.24,4
2025-09-29,0.96,1
2026-03-13,1.06,1
2026-03-14,0.51,1
2026-03-18,0.71,1
2024-08-01,1.24,4
2024-08-02,0.84,2
2024-08-03,0.3,2
2024-08-05,-0.07,7
2024-08-06,-0.08,4
2024-08-07,1.31,6
2024-08-08,1.22,1
2024-08-09,0.16,1
2024-08-10,-0.51,1
2024-08-12,1.02,3
2024-08-13,0.92,2
2024-08-14,1.45,3
2024-08-15,1.38,3
2024-08-16,0.97,5
2024-08-17,1.0,2
2024-08-18,1.72,2
2024-08-19,1.14,6
2024-08-20,0.96,4
2024-08-21,1.06,9
2024-08-22,1.21,2
2024-08-23,0.89,1
2024-08-24,1.3,3
2024-08-25,0.99,3
2024-08-26,1.14,1
2024-08-27,0.79,3
2024-08-28,0.82,3
2024-08-29,0.88,5
2024-08-30,0.95,3
2024-08-31,1.2,4
2024-09-01,0.58,3
2025-06-11,1.71,1
2026-03-15,0.18,1
2024-09-01,0.58,3
2024-09-02,1.26,6
2024-09-03,1.08,3
2024-09-04,1.24,4
2024-09-05,0.91,4
2024-09-06,0.6,2
2024-09-07,-0.47,1
2024-09-08,1.56,2
2024-09-09,1.15,1
2024-09-10,1.36,6
2024-09-11,0.84,4
2024-09-12,1.0,7
2024-09-13,1.52,6
2024-09-14,0.25,2
2024-09-15,1.01,1
2024-09-16,1.0,6
2024-09-17,1.42,2
2024-09-18,1.36,1
2024-09-19,1.45,3
2024-09-20,1.25,4
2024-09-21,1.0,2
2024-09-23,0.86,4
2024-09-24,1.12,6
2024-09-25,1.37,3
2024-09-26,1.54,2
2024-09-27,1.41,3
2024-09-28,1.46,2
2024-09-29,1.79,1
2024-10-01,1.05,5
2025-06-06,0.5,1
2025-06-11,0.44,1
2025-09-09,1.03,1
2025-09-21,0.94,1
2024-10-01,1.05,5
2024-10-02,1.19,1
2024-10-03,1.36,2
2024-10-04,0.96,2
2024-10-05,0.99,3
2024-10-06,-0.22,1
2024-10-07,1.3,3
2024-10-08,1.62,5
2024-10-09,1.29,1
2024-10-10,1.08,1
2024-10-11,1.24,5
2024-10-12,1.31,3
2024-10-14,1.71,3
2024-10-15,0.92,1
2024-10-16,2.07,1
2024-10-17,1.11,5
2024-10-18,1.11,11
2024-10-19,1.44,4
2024-10-20,1.09,3
2024-10-21,1.36,3
2024-10-22,1.24,6
2024-10-23,0.47,1
2024-10-24,1.37,4
2024-10-25,1.1,3
2024-10-26,1.16,5
2024-10-27,1.58,2
2024-10-28,0.75,5
2024-10-29,1.29,4
2024-10-30,1.05,2
2024-10-31,-0.29,1
2024-11-01,0.74,1
2025-03-20,0.71,1
2025-06-11,-0.25,1
2026-03-16,0.33,1
2024-11-01,0.74,1
2024-11-02,1.49,3
2024-11-03,0.97,1
2024-11-04,0.6,4
2024-11-05,1.52,3
2024-11-06,0.54,2
2024-11-07,1.21,3
2024-11-08,0.22,4
2024-11-09,1.08,2
2024-11-10,1.27,1
2024-11-11,1.36,3
2024-11-12,0.7,4
2024-11-13,0.5,7
2024-11-14,0.75,5
2024-11-15,1.04,7
2024-11-16,-0.36,2
2024-11-18,0.98,1
2024-11-19,0.93,4
2024-11-20,1.24,3
2024-11-21,1.22,4
2024-11-22,0.75,5
2024-11-23,1.64,1
2024-11-24,1.03,1
2024-11-25,1.3,2
2024-11-26,1.63,5
2024-11-27,0.13,4
2024-11-28,0.58,4
2024-11-29,1.15,7
2024-11-30,0.06,3
2024-12-01,1.46,2
2025-02-26,0.41,1
2025-11-28,1.66,1
2024-12-01,1.34,1
2024-12-02,1.21,3
2024-12-03,1.36,4
2024-12-04,-0.04,2
2024-12-05,0.4,1
2024-12-06,1.26,4
2024-12-08,0.5,5
2024-12-09,0.58,2
2024-12-10,0.63,4
2024-12-11,0.96,1
2024-12-12,1.59,2
2024-12-13,1.37,5
2024-12-14,1.57,3
2024-12-15,1.85,3
2024-12-16,1.42,2
2024-12-17,1.66,4
2024-12-18,1.06,3
2024-12-19,1.04,8
2024-12-20,0.59,3
2024-12-21,1.79,1
2024-12-22,1.07,1
2024-12-23,1.96,1
2024-12-24,1.26,3
2024-12-25,1.46,2
2024-12-26,0.76,6
2024-12-27,1.39,9
2024-12-29,0.89,2
2024-12-30,1.17,3
2024-12-31,1.34,6
2025-01-01,0.95,3
2025-01-17,-0.49,1
2025-03-08,0.95,1
2025-06-11,1.05,1
2025-01-01,0.44,2
2025-01-02,1.04,5
2025-01-03,1.38,6
2025-01-04,1.46,3
2025-01-06,1.66,2
2025-01-07,1.12,4
2025-01-08,1.91,2
2025-01-09,0.72,2
2025-01-10,0.75,3
2025-01-11,1.37,3
2025-01-12,1.09,4
2025-01-13,1.16,4
2025-01-14,1.12,4
2025-01-15,0.75,5
2025-01-16,1.28,14
2025-01-17,1.35,11
2025-01-20,1.55,6
2025-01-21,1.58,3
2025-01-22,1.16,3
2025-01-23,0.71,3
2025-01-25,0.89,3
2025-01-27,0.56,2
2025-01-28,-0.55,1
2025-01-29,1.36,2
2025-02-01,0.93,2
2026-03-19,1.38,1
2025-02-01,0.85,3
2025-02-02,1.46,4
2025-02-03,0.98,5
2025-02-04,1.28,2
2025-02-05,1.46,2
2025-02-06,0.54,2
2025-02-08,0.18,1
2025-02-09,0.74,2
2025-02-10,0.37,4
2025-02-11,0.83,3
2025-02-12,0.92,5
2025-02-13,1.49,4
2025-02-14,0.83,6
2025-02-15,0.52,3
2025-02-16,1.1,3
2025-02-17,1.98,1
2025-02-18,1.41,5
2025-02-19,1.0,9
2025-02-20,0.77,5
2025-02-21,1.2,7
2025-02-22,1.33,1
2025-02-23,1.04,5
2025-02-24,1.1,3
2025-02-25,2.06,1
2025-02-26,1.55,4
2025-02-27,1.24,6
2025-03-01,1.6,2
2025-04-17,-1.16,1
2026-03-20,-0.01,1
2025-03-02,-0.92,1
2025-03-04,0.86,3
2025-03-05,0.5,4
2025-03-06,0.34,4
2025-03-07,0.24,2
2025-03-08,1.69,4
2025-03-09,0.6,2
2025-03-10,0.45,3
2025-03-11,1.54,1
2025-03-12,1.5,6
2025-03-13,1.18,1
2025-03-14,0.93,1
2025-03-15,0.86,2
2025-03-16,1.28,1
2025-03-17,0.65,3
2025-03-18,0.98,2
2025-03-19,0.6,6
2025-03-20,0.78,8
2025-03-21,0.78,1
2025-03-22,0.66,4
2025-03-24,0.54,2
2025-03-25,1.04,6
2025-03-26,1.28,1
2025-03-27,0.95,11
2025-03-28,0.6,5
2025-03-29,0.86,1
2025-03-31,1.26,12
2025-04-01,1.3,2
2025-06-11,0.3,1
2025-04-01,1.22,2
2025-04-02,0.81,4
2025-04-03,1.06,1
2025-04-04,1.24,3
2025-04-07,-0.41,6
2025-04-08,0.39,2
2025-04-09,0.06,6
2025-04-10,1.49,1
2025-04-11,0.66,4
2025-04-12,1.63,1
2025-04-13,1.36,1
2025-04-14,0.99,5
2025-04-15,0.51,5
2025-04-16,1.16,2
2025-04-17,1.08,10
2025-04-18,1.0,4
2025-04-19,0.47,1
2025-04-20,0.21,3
2025-04-21,0.24,5
2025-04-22,1.13,5
2025-04-23,1.3,3
2025-04-24,1.19,7
2025-04-25,1.05,4
2025-04-26,1.45,1
2025-04-27,0.92,3
2025-04-28,0.71,5
2025-04-29,0.88,4
2025-04-30,0.96,2
2025-05-01,0.73,1
2025-05-02,1.46,5
2025-05-03,1.86,1
2025-05-04,1.75,1
2025-05-05,1.0,4
2025-05-06,-0.3,2
2025-05-07,0.37,3
2025-05-08,0.98,6
2025-05-09,1.16,7
2025-05-10,1.1,1
2025-05-11,1.54,4
2025-05-12,1.13,3
2025-05-13,0.82,7
2025-05-14,1.26,2
2025-05-15,1.41,5
2025-05-16,1.36,2
2025-05-17,1.52,3
2025-05-18,1.38,2
2025-05-19,1.07,7
2025-05-20,0.91,3
2025-05-21,0.79,4
2025-05-22,1.22,4
2025-05-23,-0.23,3
2025-05-24,0.81,1
2025-05-25,1.26,3
2025-05-26,1.11,6
2025-05-27,1.11,1
2025-05-28,1.0,3
2025-05-29,1.32,2
2025-05-30,1.44,2
2025-06-01,1.19,1
2026-03-18,1.5,1
2025-06-01,1.19,1
2025-06-02,0.18,5
2025-06-03,0.49,13
2025-06-04,0.93,7
2025-06-05,0.92,2
2025-06-08,1.5,2
2025-06-09,1.0,6
2025-06-10,1.59,4
2025-06-11,1.18,7
2025-06-12,0.96,2
2025-06-16,1.45,5
2025-06-17,1.42,3
2025-06-18,1.49,4
2025-06-19,1.38,2
2025-06-20,1.22,5
2025-06-21,0.11,4
2025-06-23,-0.48,2
2025-06-24,1.27,3
2025-06-25,1.04,3
2025-06-26,1.59,5
2025-06-27,1.31,5
2025-06-28,1.71,1
2025-06-29,0.84,1
2025-06-30,0.79,2
2025-07-01,0.83,4
2026-03-17,1.32,1
2026-03-19,-0.88,1
2025-07-01,0.73,6
2025-07-02,1.08,3
2025-07-03,1.18,7
2025-07-04,0.54,3
2025-07-05,0.29,2
2025-07-06,0.46,2
2025-07-07,1.47,1
2025-07-10,0.48,5
2025-07-11,0.23,3
2025-07-12,1.35,2
2025-07-14,0.23,2
2025-07-15,1.28,3
2025-07-16,1.18,6
2025-07-17,0.83,11
2025-07-18,1.38,9
2025-07-19,1.0,5
2025-07-20,0.87,3
2025-07-21,1.76,6
2025-07-22,1.15,1
2025-07-23,1.2,1
2025-07-24,0.32,3
2025-07-25,0.51,2
2025-07-26,1.94,2
2025-07-28,-0.62,2
2025-07-29,1.09,4
2025-07-30,1.6,2
2025-07-31,0.68,2
2025-08-01,1.29,1
2026-03-19,-0.17,1
2025-08-02,1.16,1
2025-08-03,0.78,1
2025-08-04,0.13,2
2025-08-05,0.91,5
2025-08-06,0.52,9
2025-08-07,0.88,10
2025-08-08,1.14,7
2025-08-09,1.05,1
2025-08-10,1.29,1
2025-08-11,1.05,3
2025-08-12,0.72,1
2025-08-13,1.89,1
2025-08-14,0.25,3
2025-08-15,0.56,1
2025-08-17,1.04,1
2025-08-18,1.41,5
2025-08-19,0.35,5
2025-08-20,0.21,5
2025-08-21,0.93,4
2025-08-22,0.73,6
2025-08-23,0.23,1
2025-08-25,1.26,3
2025-08-26,1.08,2
2025-08-27,1.06,5
2025-08-28,0.92,4
2025-08-29,0.12,4
2025-08-30,0.57,1
2025-08-31,1.3,2
2025-09-01,-0.2,6
2025-09-01,-0.47,3
2025-09-02,0.01,8
2025-09-03,0.26,5
2025-09-04,0.13,1
2025-09-07,1.09,2
2025-09-08,1.49,2
2025-09-09,1.22,3
2025-09-10,1.61,5
2025-09-11,1.28,4
2025-09-12,1.3,6
2025-09-14,1.19,2
2025-09-15,1.02,5
2025-09-16,1.57,4
2025-09-17,0.98,6
2025-09-18,1.0,2
2025-09-19,0.61,7
2025-09-20,0.5,2
2025-09-21,-0.99,1
2025-09-22,1.35,6
2025-09-23,1.16,5
2025-09-24,1.65,5
2025-09-25,1.2,3
2025-09-26,0.87,4
2025-09-27,0.96,1
2025-09-28,-0.02,1
2025-09-29,1.45,1
2025-09-30,1.02,3
2025-10-01,1.69,3
2025-10-01,1.73,2
2025-10-02,1.28,1
2025-10-03,1.42,2
2025-10-04,1.58,5
2025-10-05,1.67,2
2025-10-06,0.88,1
2025-10-07,1.16,6
2025-10-08,0.78,3
2025-10-09,1.26,2
2025-10-10,1.75,1
2025-10-11,0.3,2
2025-10-12,0.81,3
2025-10-13,1.27,2
2025-10-15,0.32,1
2025-10-16,1.2,22
2025-10-17,1.12,6
2025-10-18,0.9,6
2025-10-19,1.8,1
2025-10-20,1.32,9
2025-10-21,0.83,7
2025-10-22,0.28,1
2025-10-23,1.43,3
2025-10-24,1.02,2
2025-10-26,1.11,1
2025-10-28,1.35,1
2025-10-29,1.14,3
2025-10-30,-0.39,1
2025-11-01,1.0,2
2026-03-19,0.37,1
2026-03-20,0.84,1
2025-11-01,1.21,3
2025-11-02,1.3,1
2025-11-03,1.58,3
2025-11-04,1.42,1
2025-11-05,-0.28,5
2025-11-06,0.82,4
2025-11-07,1.14,3
2025-11-08,1.26,9
2025-11-10,1.69,2
2025-11-11,0.76,8
2025-11-12,0.97,6
2025-11-13,-0.21,2
2025-11-14,-0.22,1
2025-11-15,0.13,2
2025-11-17,0.79,3
2025-11-18,0.48,4
2025-11-19,0.2,7
2025-11-20,1.02,4
2025-11-21,0.17,3
2025-11-22,0.29,1
2025-11-23,0.07,1
2025-11-24,-0.12,4
2025-11-25,0.07,3
2025-11-26,1.05,8
2025-11-27,1.67,3
2025-11-28,0.72,3
2025-11-29,1.32,1
2025-11-30,0.41,1
2025-12-01,-0.21,3
2026-03-18,0.29,1
2025-12-02,1.24,4
2025-12-03,1.52,5
2025-12-05,0.71,3
2025-12-06,1.26,1
2025-12-07,1.78,1
2025-12-08,1.83,7
2025-12-09,1.19,2
2025-12-10,0.49,5
2025-12-11,1.26,6
2025-12-12,0.99,2
2025-12-14,1.54,2
2025-12-15,0.44,1
2025-12-16,0.67,3
2025-12-17,0.68,5
2025-12-18,0.6,2
2025-12-19,1.23,3
2025-12-20,-1.21,1
2025-12-22,0.31,1
2025-12-23,1.61,4
2025-12-24,0.77,3
2025-12-25,1.63,1
2025-12-26,1.71,6
2025-12-27,-0.31,2
2025-12-28,0.64,6
2025-12-29,0.76,8
2025-12-30,0.77,6
2025-12-31,1.16,7
2026-01-01,0.84,2
2026-03-16,0.83,1
2023-09-12,0.51,1
2026-01-01,0.19,1
2026-01-02,1.34,2
2026-01-04,1.63,1
2026-01-05,1.02,6
2026-01-06,1.63,1
2026-01-07,0.65,1
2026-01-08,1.53,3
2026-01-09,1.49,4
2026-01-11,1.63,3
2026-01-12,1.29,4
2026-01-13,1.26,2
2026-01-14,1.15,9
2026-01-15,1.21,14
2026-01-16,1.59,6
2026-01-17,-0.18,1
2026-01-19,1.16,5
2026-01-20,1.4,7
2026-01-21,1.27,2
2026-01-22,0.45,3
2026-01-23,0.27,4
2026-01-26,0.76,2
2026-01-27,1.78,2
2026-01-28,0.79,3
2026-01-29,1.38,2
2026-01-30,0.64,2
2026-01-31,1.69,1
2026-02-01,1.58,2
2026-03-17,1.27,1
2026-03-18,-0.03,2
2026-03-19,0.71,3
2026-02-08,1.07,1
2026-02-18,1.14,1
2026-02-20,0.28,2
2026-02-22,1.63,4
2026-02-23,1.26,17
2026-02-24,1.38,18
2026-02-25,1.26,29
2026-02-26,1.2,12
2026-02-27,0.88,4
2026-02-28,1.01,6
2026-03-01,1.11,4
2026-03-19,1.04,2
2026-03-12,-0.22,1
2026-03-13,1.34,1
2026-03-14,1.42,2
2026-03-15,1.01,1
2026-03-16,0.63,10
2026-03-17,1.29,33
2026-03-18,0.89,20
2026-03-19,0.81,26
2026-03-20,0.91,6
